estacion,m/s vento a 10m,Refacho a 10m (m/s), (m/s),Refacho a 30m (m/s),Desviación típica da velocidade do vento a 30m (m/s),Desviación típica da velocidade do vento a 10m (m/s),Desviación típica da dirección do vento a 10m (grados),Desviación típica da dirección do vento a 30m (grados),Dirección do refacho a 30m (grados),Dirección do vento a 30m (grados),Dirección do refacho a 10m (grados),Dirección do vento a 10m (grados),Temperatura a 1.5m (grados C),Temperatura a 0.1m (grados C),Temperatura a 30m (grados C),Temperatura a 10m (grados C),Humidade Relativa a 10m (%),Humidade Relativa a 1.5m (%),Radiación solar W/m2,Radiación difusa W/m2,Chuvia L/m2,Presión hPa,Horas de sol,Temperatura de orballo a 1.5m ºC,Temperatura do chan a -0.5m ºC,Temperatura do chan a -0.1m ºC/26/_Valor,Presión reducida hPa,_Data,chove nas pŕoximas 3h,sol directo,alta humidade,rego
81,"1,64","2,88","2,44","3,72","0,55","0,44",16,7,194,194,180,178,"15,18","14,93","15,35","15,09",98,99,0,0,0,"984,59",0,"14,98","17,69","16,76","1014,65",19/10/2017 22:10:00,0,1,1,0
81,"1,67","2,89","2,34","3,3","0,38","0,45",16,8,212,199,188,187,"15,08","14,81","15,2","14,92",98,99,0,0,0,"984,61",0,"14,88","17,69","16,76","1014,68",19/10/2017 22:20:00,0,1,1,0
81,"1,23","2,06","1,76","2,42","0,35","0,35",17,18,225,213,217,201,"14,98","14,66","15,15","14,83",98,99,0,0,0,"984,77",0,"14,78","17,69","16,76","1014,85",19/10/2017 22:30:00,0,1,1,0
81,"1,25","2,57","1,97","3,59","0,49","0,42",16,11,230,243,196,241,"14,93","14,75","15,12","14,8",98,99,0,0,0,"985,04",0,"14,73","17,69","16,76","1015,14",19/10/2017 22:40:00,0,1,1,0
81,"1,18","2,47","1,79","3,1","0,49","0,41",17,16,244,250,241,239,"14,93","14,81","15,1","14,78",98,99,0,0,0,"985,13",0,"14,73","17,69","16,76","1015,23",19/10/2017 22:50:00,0,1,1,0
81,"1,81","3,29","2,48","3,92","0,61","0,52",13,11,252,260,263,257,"14,93","14,85","15,09","14,78",98,99,0,0,0,"985,19",0,"14,73","17,69","16,76","1015,3",19/10/2017 23:00:00,0,1,1,0
81,"1,65","3,09","2,16","4,12","0,61","0,49",17,12,251,256,250,252,"14,97","14,85","15,1","14,8",98,99,0,0,0,"985,16",0,"14,77","17,69","16,76","1015,26",19/10/2017 23:10:00,0,1,1,0
81,"2,21","4,17","3,06","4,96","0,94","0,76",14,9,237,243,226,232,"14,95","14,83","15,08","14,81",98,99,0,0,0,"985,04",0,"14,75","17,68","16,76","1015,14",19/10/2017 23:20:00,0,1,1,0
81,"2,26","4,12","3,31","4,77","0,63","0,74",16,8,233,249,236,245,"14,97","14,87","15,13","14,83",98,99,0,0,0,"985,25",0,"14,77","17,69","16,76","1015,35",19/10/2017 23:30:00,0,1,1,0
81,"1,71","3,4","2,82","3,92","0,53","0,58",16,9,239,247,230,236,"15,02","14,95","15,18","14,89",98,99,0,0,0,"985,43",0,"14,82","17,69","16,76","1015,53",19/10/2017 23:40:00,0,1,1,0
81,"1,49","2,57","2,05","3,27","0,43","0,37",20,13,251,231,228,222,"15,04","14,98","15,2","14,92",98,99,0,0,0,"985,47",0,"14,84","17,69","16,76","1015,57",19/10/2017 23:50:00,0,1,1,0
81,"1,22","2,78","1,6","2,97","0,57","0,51",19,14,187,216,187,209,"15,07",15,"15,23","14,94",98,99,0,0,0,"985,29",0,"14,87","17,69","16,76","1015,39",20/10/2017,0,1,1,0
